{'tank_id': 56065, 'tier': 8, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R115_IS-3_auto_S.png', 'battles': 1974, 'avg_earnings': 83062, 'avg_profit': 51376, 'avg_ammo_cost': 18613, 'cost_per_shot': 1968, 'avg_repair_cost': 6600, 'avg_consumables_cost': 6472, 'earnings_per_minute': 17053, 'profit_per_minute': 10548, 'class': 'HT', 'isPrem': True, 'name': 'Peregrine'}
{'tank_id': 31233, 'tier': 7, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R175_IS_2_screen.png', 'battles': 817, 'avg_earnings': 53982, 'avg_profit': 24411, 'avg_ammo_cost': 20367, 'cost_per_shot': 2662, 'avg_repair_cost': 5906, 'avg_consumables_cost': 3297, 'earnings_per_minute': 9949, 'profit_per_minute': 4499, 'class': 'HT', 'isPrem': True, 'name': 'IS-2S'}
{'tank_id': 52353, 'tier': 8, 'nation': 'Sweden', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S23_Strv_81.png', 'battles': 291, 'avg_earnings': 61757, 'avg_profit': 24301, 'avg_ammo_cost': 19880, 'cost_per_shot': 1801, 'avg_repair_cost': 11692, 'avg_consumables_cost': 5883, 'earnings_per_minute': 11686, 'profit_per_minute': 4598, 'class': 'MT', 'isPrem': True, 'name': 'Strv 81'}
{'tank_id': 60465, 'tier': 9, 'nation': 'China', 'image': 'https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch45_WZ_114.png', 'battles': 1179, 'avg_earnings': 76583, 'avg_profit': 23989, 'avg_ammo_cost': 19383, 'cost_per_shot': 2700, 'avg_repair_cost': 20888, 'avg_consumables_cost': 12321, 'earnings_per_minute': 13331, 'profit_per_minute': 4176, 'class': 'HT', 'isPrem': True, 'name': 'WZ-114'}
{'tank_id': 56657, 'tier': 8, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB93_Caernarvon_AX.png', 'battles': 2128, 'avg_earnings': 67004, 'avg_profit': 23979, 'avg_ammo_cost': 28582, 'cost_per_shot': 2255, 'avg_repair_cost': 6764, 'avg_consumables_cost': 7678, 'earnings_per_minute': 14472, 'profit_per_minute': 5179, 'class': 'HT', 'isPrem': True, 'name': 'Caernarvon AX'}
{'tank_id': 54609, 'tier': 3, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB78_Sexton_I.png', 'battles': 174, 'avg_earnings': 29282, 'avg_profit': 23794, 'avg_ammo_cost': 2010, 'cost_per_shot': 132, 'avg_repair_cost': 299, 'avg_consumables_cost': 3178, 'earnings_per_minute': 5106, 'profit_per_minute': 4149, 'class': 'SPG', 'isPrem': True, 'name': 'Sexton I'}
{'tank_id': 61473, 'tier': 7, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A126_PzVI_Tiger_II_capt.png', 'battles': 944, 'avg_earnings': 57621, 'avg_profit': 23572, 'avg_ammo_cost': 22872, 'cost_per_shot': 2127, 'avg_repair_cost': 6220, 'avg_consumables_cost': 4956, 'earnings_per_minute': 11138, 'profit_per_minute': 4556, 'class': 'HT', 'isPrem': True, 'name': 'King Tiger (C)'}
{'tank_id': 63553, 'tier': 8, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F68_AMX_Chasseur_de_char_46.png', 'battles': 740, 'avg_earnings': 70792, 'avg_profit': 23460, 'avg_ammo_cost': 26766, 'cost_per_shot': 2251, 'avg_repair_cost': 7626, 'avg_consumables_cost': 12938, 'earnings_per_minute': 13952, 'profit_per_minute': 4624, 'class': 'MT', 'isPrem': True, 'name': 'AMX CDC'}
{'tank_id': 57617, 'tier': 7, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G78_Panther_M10.png', 'battles': 1816, 'avg_earnings': 53536, 'avg_profit': 23344, 'avg_ammo_cost': 20290, 'cost_per_shot': 1315, 'avg_repair_cost': 6037, 'avg_consumables_cost': 3864, 'earnings_per_minute': 10416, 'profit_per_minute': 4542, 'class': 'MT', 'isPrem': True, 'name': 'Panther/M10'}
{'tank_id': 50817, 'tier': 3, 'nation': 'Sweden', 'image': 'https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S34_Lago_M38.png', 'battles': 291, 'avg_earnings': 30990, 'avg_profit': 23277, 'avg_ammo_cost': 6242, 'cost_per_shot': 296, 'avg_repair_cost': 815, 'avg_consumables_cost': 656, 'earnings_per_minute': 7160, 'profit_per_minute': 5378, 'class': 'LT', 'isPrem': True, 'name': 'Lago M38'}
{'tank_id': 63025, 'tier': 9, 'nation': 'China', 'image': 'https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch40_WZ120G_FT.png', 'battles': 222, 'avg_earnings': 61631, 'avg_profit': 23093, 'avg_ammo_cost': 16910, 'cost_per_shot': 1994, 'avg_repair_cost': 9353, 'avg_consumables_cost': 12272, 'earnings_per_minute': 9435, 'profit_per_minute': 3535, 'class': 'TD', 'isPrem': True, 'name': 'WZ-120G FT'}
{'tank_id': 56353, 'tier': 7, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A101_M56.png', 'battles': 1601, 'avg_earnings': 44615, 'avg_profit': 22781, 'avg_ammo_cost': 13034, 'cost_per_shot': 1380, 'avg_repair_cost': 4093, 'avg_consumables_cost': 4706, 'earnings_per_minute': 7462, 'profit_per_minute': 3810, 'class': 'TD', 'isPrem': True, 'name': 'Scorpion'}
{'tank_id': 61441, 'tier': 4, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R118_T28_F30.png', 'battles': 997, 'avg_earnings': 40936, 'avg_profit': 22656, 'avg_ammo_cost': 10860, 'cost_per_shot': 990, 'avg_repair_cost': 1377, 'avg_consumables_cost': 6041, 'earnings_per_minute': 8308, 'profit_per_minute': 4598, 'class': 'MT', 'isPrem': True, 'name': 'T-28E F-30'}
{'tank_id': 63297, 'tier': 7, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F69_AMX13_57_100_GrandFinal.png', 'battles': 1098, 'avg_earnings': 55987, 'avg_profit': 22488, 'avg_ammo_cost': 21691, 'cost_per_shot': 1254, 'avg_repair_cost': 3752, 'avg_consumables_cost': 8054, 'earnings_per_minute': 11872, 'profit_per_minute': 4768, 'class': 'LT', 'isPrem': True, 'name': 'AMX 13 57F'}
{'tank_id': 54785, 'tier': 6, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R49_SU100Y.png', 'battles': 2356, 'avg_earnings': 37739, 'avg_profit': 22200, 'avg_ammo_cost': 8684, 'cost_per_shot': 1681, 'avg_repair_cost': 2819, 'avg_consumables_cost': 4034, 'earnings_per_minute': 6718, 'profit_per_minute': 3952, 'class': 'TD', 'isPrem': True, 'name': 'SU-100Y'}
{'tank_id': 59137, 'tier': 7, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R71_IS_2B.png', 'battles': 334, 'avg_earnings': 51844, 'avg_profit': 21073, 'avg_ammo_cost': 22050, 'cost_per_shot': 2984, 'avg_repair_cost': 5998, 'avg_consumables_cost': 2723, 'earnings_per_minute': 9987, 'profit_per_minute': 4059, 'class': 'HT', 'isPrem': True, 'name': 'IS-2'}
{'tank_id': 289, 'tier': 3, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A03_M3_Stuart.png', 'battles': 380, 'avg_earnings': 27349, 'avg_profit': 21023, 'avg_ammo_cost': 4120, 'cost_per_shot': 81, 'avg_repair_cost': 1143, 'avg_consumables_cost': 1061, 'earnings_per_minute': 6568, 'profit_per_minute': 5048, 'class': 'LT', 'isPrem': False, 'name': 'M3 Stuart'}
{'tank_id': 57169, 'tier': 6, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB95_Ekins_Firefly_M4A4.png', 'battles': 1621, 'avg_earnings': 42236, 'avg_profit': 20802, 'avg_ammo_cost': 15044, 'cost_per_shot': 1105, 'avg_repair_cost': 2681, 'avg_consumables_cost': 3708, 'earnings_per_minute': 8001, 'profit_per_minute': 3940, 'class': 'MT', 'isPrem': True, 'name': 'Firefly VC'}
{'tank_id': 51345, 'tier': 6, 'nation': 'Poland', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl16_T34_85_Rudy.png', 'battles': 1213, 'avg_earnings': 42938, 'avg_profit': 20744, 'avg_ammo_cost': 16676, 'cost_per_shot': 1499, 'avg_repair_cost': 2666, 'avg_consumables_cost': 2851, 'earnings_per_minute': 8793, 'profit_per_minute': 4248, 'class': 'MT', 'isPrem': True, 'name': 'Rudy Pl'}
{'tank_id': 51553, 'tier': 5, 'nation': 'Japan', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J12_Chi_Nu_Kai.png', 'battles': 278, 'avg_earnings': 36703, 'avg_profit': 20592, 'avg_ammo_cost': 10245, 'cost_per_shot': 831, 'avg_repair_cost': 1513, 'avg_consumables_cost': 4352, 'earnings_per_minute': 7201, 'profit_per_minute': 4040, 'class': 'MT', 'isPrem': True, 'name': 'Chi-Nu Kai'}
{'tank_id': 57361, 'tier': 6, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G77_PzIV_Schmalturm.png', 'battles': 674, 'avg_earnings': 38289, 'avg_profit': 19689, 'avg_ammo_cost': 13764, 'cost_per_shot': 996, 'avg_repair_cost': 1942, 'avg_consumables_cost': 2892, 'earnings_per_minute': 7351, 'profit_per_minute': 3780, 'class': 'MT', 'isPrem': True, 'name': 'Pz. IV S.'}
{'tank_id': 4673, 'tier': 6, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F23_AMX_13F3AM.png', 'battles': 1675, 'avg_earnings': 31050, 'avg_profit': 19290, 'avg_ammo_cost': 7793, 'cost_per_shot': 956, 'avg_repair_cost': 1061, 'avg_consumables_cost': 2905, 'earnings_per_minute': 4715, 'profit_per_minute': 2929, 'class': 'SPG', 'isPrem': False, 'name': 'AMX 13 F3'}
{'tank_id': 59937, 'tier': 7, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A121_M26_Cologne.png', 'battles': 312, 'avg_earnings': 49872, 'avg_profit': 18705, 'avg_ammo_cost': 20381, 'cost_per_shot': 2143, 'avg_repair_cost': 5334, 'avg_consumables_cost': 5451, 'earnings_per_minute': 9449, 'profit_per_minute': 3544, 'class': 'MT', 'isPrem': True, 'name': 'Eagle 7'}
{'tank_id': 60929, 'tier': 3, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R105_BT_7A.png', 'battles': 316, 'avg_earnings': 21785, 'avg_profit': 18674, 'avg_ammo_cost': 388, 'cost_per_shot': 34, 'avg_repair_cost': 590, 'avg_consumables_cost': 2131, 'earnings_per_minute': 6612, 'profit_per_minute': 5668, 'class': 'LT', 'isPrem': True, 'name': 'BT-7 art.'}
{'tank_id': 7233, 'tier': 7, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F24_Lorraine155_50.png', 'battles': 987, 'avg_earnings': 32463, 'avg_profit': 18523, 'avg_ammo_cost': 8847, 'cost_per_shot': 993, 'avg_repair_cost': 2136, 'avg_consumables_cost': 2956, 'earnings_per_minute': 4963, 'profit_per_minute': 2832, 'class': 'SPG', 'isPrem': False, 'name': 'Lorr. 155 50'}
{'tank_id': 57105, 'tier': 6, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G41_DickerMax.png', 'battles': 2369, 'avg_earnings': 39826, 'avg_profit': 18366, 'avg_ammo_cost': 14946, 'cost_per_shot': 2055, 'avg_repair_cost': 2831, 'avg_consumables_cost': 3681, 'earnings_per_minute': 7135, 'profit_per_minute': 3290, 'class': 'TD', 'isPrem': True, 'name': 'Dicker Max'}
{'tank_id': 61217, 'tier': 6, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A123_T78.png', 'battles': 4751, 'avg_earnings': 45260, 'avg_profit': 17978, 'avg_ammo_cost': 19188, 'cost_per_shot': 1915, 'avg_repair_cost': 2439, 'avg_consumables_cost': 5654, 'earnings_per_minute': 8008, 'profit_per_minute': 3181, 'class': 'TD', 'isPrem': True, 'name': 'T78'}
{'tank_id': 53841, 'tier': 6, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB63_TOG_II.png', 'battles': 825, 'avg_earnings': 41017, 'avg_profit': 17881, 'avg_ammo_cost': 13594, 'cost_per_shot': 1048, 'avg_repair_cost': 4122, 'avg_consumables_cost': 5419, 'earnings_per_minute': 8353, 'profit_per_minute': 3641, 'class': 'HT', 'isPrem': True, 'name': 'TOG II*'}
{'tank_id': 61249, 'tier': 5, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F112_M10_RBFM.png', 'battles': 4046, 'avg_earnings': 40832, 'avg_profit': 17833, 'avg_ammo_cost': 17161, 'cost_per_shot': 920, 'avg_repair_cost': 1330, 'avg_consumables_cost': 4507, 'earnings_per_minute': 7348, 'profit_per_minute': 3209, 'class': 'TD', 'isPrem': True, 'name': 'M10 RBFM'}
{'tank_id': 52321, 'tier': 6, 'nation': 'Japan', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J19_Tiger_I_Jpn.png', 'battles': 1564, 'avg_earnings': 39477, 'avg_profit': 17815, 'avg_ammo_cost': 14184, 'cost_per_shot': 1428, 'avg_repair_cost': 3855, 'avg_consumables_cost': 3621, 'earnings_per_minute': 8158, 'profit_per_minute': 3681, 'class': 'HT', 'isPrem': True, 'name': 'HT No. VI'}
{'tank_id': 49169, 'tier': 6, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G136_Tiger_131.png', 'battles': 1791, 'avg_earnings': 43621, 'avg_profit': 17806, 'avg_ammo_cost': 17870, 'cost_per_shot': 1768, 'avg_repair_cost': 3861, 'avg_consumables_cost': 4083, 'earnings_per_minute': 9070, 'profit_per_minute': 3702, 'class': 'HT', 'isPrem': True, 'name': 'Tiger 131'}
{'tank_id': 63809, 'tier': 7, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F69_AMX13_57_100.png', 'battles': 3472, 'avg_earnings': 56842, 'avg_profit': 17716, 'avg_ammo_cost': 26825, 'cost_per_shot': 1497, 'avg_repair_cost': 3764, 'avg_consumables_cost': 8536, 'earnings_per_minute': 12509, 'profit_per_minute': 3898, 'class': 'LT', 'isPrem': True, 'name': 'AMX 13 57'}
{'tank_id': 51569, 'tier': 6, 'nation': 'Czech', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz01_Skoda_T40.png', 'battles': 807, 'avg_earnings': 39258, 'avg_profit': 17482, 'avg_ammo_cost': 14445, 'cost_per_shot': 1549, 'avg_repair_cost': 2713, 'avg_consumables_cost': 4617, 'earnings_per_minute': 8289, 'profit_per_minute': 3691, 'class': 'MT', 'isPrem': True, 'name': 'Škoda T 40'}
{'tank_id': 59393, 'tier': 6, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R117_T34_85_Rudy.png', 'battles': 772, 'avg_earnings': 43294, 'avg_profit': 17450, 'avg_ammo_cost': 18908, 'cost_per_shot': 1681, 'avg_repair_cost': 2735, 'avg_consumables_cost': 4200, 'earnings_per_minute': 9261, 'profit_per_minute': 3733, 'class': 'MT', 'isPrem': True, 'name': 'Rudy USSR'}
{'tank_id': 4161, 'tier': 5, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F22_AMX_105AM.png', 'battles': 317, 'avg_earnings': 21813, 'avg_profit': 17310, 'avg_ammo_cost': 2563, 'cost_per_shot': 186, 'avg_repair_cost': 867, 'avg_consumables_cost': 1072, 'earnings_per_minute': 3402, 'profit_per_minute': 2699, 'class': 'SPG', 'isPrem': False, 'name': 'AMX 13 AM'}
{'tank_id': 47873, 'tier': 3, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R143_T_29.png', 'battles': 447, 'avg_earnings': 23742, 'avg_profit': 17196, 'avg_ammo_cost': 4854, 'cost_per_shot': 457, 'avg_repair_cost': 662, 'avg_consumables_cost': 1029, 'earnings_per_minute': 6751, 'profit_per_minute': 4889, 'class': 'MT', 'isPrem': True, 'name': 'T-29'}
{'tank_id': 51585, 'tier': 6, 'nation': 'Sweden', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S01_Strv_74_A2.png', 'battles': 3193, 'avg_earnings': 41827, 'avg_profit': 17091, 'avg_ammo_cost': 16864, 'cost_per_shot': 1319, 'avg_repair_cost': 2492, 'avg_consumables_cost': 5379, 'earnings_per_minute': 8348, 'profit_per_minute': 3411, 'class': 'MT', 'isPrem': True, 'name': 'Strv m/42-57'}
{'tank_id': 54097, 'tier': 7, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB71_AT_15A.png', 'battles': 1220, 'avg_earnings': 52052, 'avg_profit': 16856, 'avg_ammo_cost': 25563, 'cost_per_shot': 1660, 'avg_repair_cost': 5405, 'avg_consumables_cost': 4227, 'earnings_per_minute': 9788, 'profit_per_minute': 3169, 'class': 'TD', 'isPrem': True, 'name': 'AT 15A'}
{'tank_id': 273, 'tier': 6, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G02_Hummel.png', 'battles': 1637, 'avg_earnings': 30783, 'avg_profit': 16720, 'avg_ammo_cost': 7784, 'cost_per_shot': 948, 'avg_repair_cost': 1165, 'avg_consumables_cost': 5113, 'earnings_per_minute': 4838, 'profit_per_minute': 2627, 'class': 'SPG', 'isPrem': False, 'name': 'Hummel'}
{'tank_id': 55889, 'tier': 6, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB85_Cromwell_Berlin.png', 'battles': 5012, 'avg_earnings': 43636, 'avg_profit': 16451, 'avg_ammo_cost': 18133, 'cost_per_shot': 1345, 'avg_repair_cost': 2878, 'avg_consumables_cost': 6172, 'earnings_per_minute': 9763, 'profit_per_minute': 3681, 'class': 'MT', 'isPrem': True, 'name': 'Cromwell B'}
{'tank_id': 60993, 'tier': 6, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F85_M4A1_FL10.png', 'battles': 3030, 'avg_earnings': 41801, 'avg_profit': 16376, 'avg_ammo_cost': 18239, 'cost_per_shot': 1316, 'avg_repair_cost': 2633, 'avg_consumables_cost': 4552, 'earnings_per_minute': 8161, 'profit_per_minute': 3197, 'class': 'MT', 'isPrem': True, 'name': 'M4A1 FL 10'}
{'tank_id': 60737, 'tier': 6, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F113_Bretagne_Panther.png', 'battles': 1444, 'avg_earnings': 41448, 'avg_profit': 16371, 'avg_ammo_cost': 17848, 'cost_per_shot': 1213, 'avg_repair_cost': 3282, 'avg_consumables_cost': 3944, 'earnings_per_minute': 8356, 'profit_per_minute': 3300, 'class': 'MT', 'isPrem': True, 'name': 'Bret. Panther'}
{'tank_id': 145, 'tier': 6, 'nation': 'Poland', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl03_PzV_Poland.png', 'battles': 2441, 'avg_earnings': 40233, 'avg_profit': 16272, 'avg_ammo_cost': 15685, 'cost_per_shot': 1158, 'avg_repair_cost': 3316, 'avg_consumables_cost': 4958, 'earnings_per_minute': 8465, 'profit_per_minute': 3423, 'class': 'MT', 'isPrem': True, 'name': 'Pudel'}
{'tank_id': 55121, 'tier': 7, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB52_A45.png', 'battles': 304, 'avg_earnings': 43718, 'avg_profit': 16194, 'avg_ammo_cost': 15040, 'cost_per_shot': 1236, 'avg_repair_cost': 7297, 'avg_consumables_cost': 5185, 'earnings_per_minute': 9099, 'profit_per_minute': 3370, 'class': 'HT', 'isPrem': True, 'name': 'FV201 (A45)'}
{'tank_id': 51473, 'tier': 5, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G32_PzV_PzIV.png', 'battles': 3397, 'avg_earnings': 68439, 'avg_profit': 15974, 'avg_ammo_cost': 40793, 'cost_per_shot': 1831, 'avg_repair_cost': 2304, 'avg_consumables_cost': 9367, 'earnings_per_minute': 13457, 'profit_per_minute': 3141, 'class': 'MT', 'isPrem': True, 'name': 'Pz. V/IV'}
{'tank_id': 11089, 'tier': 5, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB28_Bishop.png', 'battles': 507, 'avg_earnings': 24249, 'avg_profit': 15867, 'avg_ammo_cost': 3232, 'cost_per_shot': 241, 'avg_repair_cost': 1265, 'avg_consumables_cost': 3883, 'earnings_per_minute': 4000, 'profit_per_minute': 2617, 'class': 'SPG', 'isPrem': False, 'name': 'Bishop'}
{'tank_id': 64769, 'tier': 6, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R152_KV2_W.png', 'battles': 1200, 'avg_earnings': 46894, 'avg_profit': 15798, 'avg_ammo_cost': 14983, 'cost_per_shot': 2875, 'avg_repair_cost': 3513, 'avg_consumables_cost': 12599, 'earnings_per_minute': 9596, 'profit_per_minute': 3232, 'class': 'HT', 'isPrem': True, 'name': 'KV-2 (R)'}
{'tank_id': 54545, 'tier': 5, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G46_T-25.png', 'battles': 349, 'avg_earnings': 36908, 'avg_profit': 15720, 'avg_ammo_cost': 14726, 'cost_per_shot': 1058, 'avg_repair_cost': 2128, 'avg_consumables_cost': 4332, 'earnings_per_minute': 7317, 'profit_per_minute': 3116, 'class': 'MT', 'isPrem': True, 'name': 'Pz. T 25'}
{'tank_id': 52241, 'tier': 4, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G35_B-1bis_captured.png', 'battles': 1550, 'avg_earnings': 39878, 'avg_profit': 15548, 'avg_ammo_cost': 20537, 'cost_per_shot': 696, 'avg_repair_cost': 1872, 'avg_consumables_cost': 1919, 'earnings_per_minute': 9505, 'profit_per_minute': 3706, 'class': 'HT', 'isPrem': True, 'name': 'Pz. B2'}
{'tank_id': 51985, 'tier': 3, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G34_S35_captured.png', 'battles': 3172, 'avg_earnings': 33898, 'avg_profit': 15487, 'avg_ammo_cost': 16400, 'cost_per_shot': 587, 'avg_repair_cost': 568, 'avg_consumables_cost': 1441, 'earnings_per_minute': 7495, 'profit_per_minute': 3424, 'class': 'MT', 'isPrem': True, 'name': 'Pz. S35'}
{'tank_id': 60161, 'tier': 6, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R114_Object_244.png', 'battles': 1134, 'avg_earnings': 46278, 'avg_profit': 15391, 'avg_ammo_cost': 21607, 'cost_per_shot': 1681, 'avg_repair_cost': 3966, 'avg_consumables_cost': 5313, 'earnings_per_minute': 9164, 'profit_per_minute': 3048, 'class': 'HT', 'isPrem': True, 'name': 'Obj. 244'}
{'tank_id': 55569, 'tier': 7, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G48_E-25.png', 'battles': 7896, 'avg_earnings': 52164, 'avg_profit': 15288, 'avg_ammo_cost': 24563, 'cost_per_shot': 1365, 'avg_repair_cost': 4543, 'avg_consumables_cost': 7769, 'earnings_per_minute': 9468, 'profit_per_minute': 2775, 'class': 'TD', 'isPrem': True, 'name': 'E 25'}
{'tank_id': 45585, 'tier': 5, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/germany-G81_Pz_IV_AusfH_GuP.png', 'battles': 169, 'avg_earnings': 41839, 'avg_profit': 15266, 'avg_ammo_cost': 20086, 'cost_per_shot': 1171, 'avg_repair_cost': 1637, 'avg_consumables_cost': 4849, 'earnings_per_minute': 8496, 'profit_per_minute': 3099, 'class': 'MT', 'isPrem': True, 'name': 'Pz. IV H Ankou'}
{'tank_id': 14353, 'tier': 7, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G85_Auf_Panther.png', 'battles': 183, 'avg_earnings': 56154, 'avg_profit': 15109, 'avg_ammo_cost': 20795, 'cost_per_shot': 1704, 'avg_repair_cost': 8162, 'avg_consumables_cost': 12087, 'earnings_per_minute': 12277, 'profit_per_minute': 3303, 'class': 'LT', 'isPrem': True, 'name': 'Aufkl.Panther'}
{'tank_id': 11857, 'tier': 6, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB77_FV304.png', 'battles': 1720, 'avg_earnings': 23576, 'avg_profit': 15007, 'avg_ammo_cost': 3069, 'cost_per_shot': 239, 'avg_repair_cost': 1326, 'avg_consumables_cost': 4172, 'earnings_per_minute': 4060, 'profit_per_minute': 2584, 'class': 'SPG', 'isPrem': False, 'name': 'FV304'}
{'tank_id': 16417, 'tier': 6, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A87_M44.png', 'battles': 3214, 'avg_earnings': 24960, 'avg_profit': 14947, 'avg_ammo_cost': 4561, 'cost_per_shot': 504, 'avg_repair_cost': 1328, 'avg_consumables_cost': 4123, 'earnings_per_minute': 3950, 'profit_per_minute': 2365, 'class': 'SPG', 'isPrem': False, 'name': 'M44'}
