cost_per_shot,image,tank_id,avg_consumables_cost,avg_profit,avg_ammo_cost,tier,nation,earnings_per_minute,class,isPrem,avg_earnings,avg_repair_cost,name,battles,profit_per_minute
1738,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R49_SU100Y.png,54785,4737,23252,9218,6,USSR,7176,TD,True,40024,2816,SU-100Y,3512,4169
2757,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R156_IS_2M.png,46593,4919,22815,20287,7,USSR,10485,HT,True,54143,6120,IS-2M,702,4418
1355,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G78_Panther_M10.png,57617,3803,22679,21050,7,Germany,10258,MT,True,53550,6017,Panther/M10,2965,4344
1268,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F69_AMX13_57_100_GrandFinal.png,63297,8005,22386,22114,7,France,11893,LT,True,56274,3768,AMX 13 57F,2025,4731
976,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R118_T28_F30.png,61441,5801,22156,10629,4,USSR,8107,MT,True,39968,1379,T-28E F-30,1641,4494
171,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB78_Sexton_I.png,54609,3998,21902,2528,3,UK,5075,SPG,True,28735,306,Sexton I,305,3868
297,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S34_Lago_M38.png,50817,764,21308,6145,3,Sweden,6544,LT,True,29028,809,Lago M38,468,4804
1136,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB95_Ekins_Firefly_M4A4.png,57169,3492,20524,15434,6,UK,7915,MT,True,42086,2635,Firefly VC,3215,3859
1508,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl16_T34_85_Rudy.png,51345,3071,20523,16737,6,Poland,8800,MT,True,43010,2678,Rudy Pl,1620,4199
1086,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB63_TOG_II.png,53841,5469,20508,14834,6,UK,8877,HT,True,44895,4082,TOG II*,1928,4055
1042,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G77_PzIV_Schmalturm.png,57361,3369,20249,14251,6,Germany,7642,MT,True,39783,1912,Pz. IV S.,1176,3889
957,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F23_AMX_13F3AM.png,4673,3033,19730,7786,6,France,4806,SPG,False,31639,1088,AMX 13 F3,2790,2997
1505,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz01_Skoda_T40.png,51569,4701,19697,14115,6,Czech,8655,MT,True,41246,2731,Škoda T 40,1256,4133
76,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A03_M3_Stuart.png,289,984,19217,3659,3,USA,5995,LT,False,24999,1138,M3 Stuart,579,4608
2525,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F68_AMX_Chasseur_de_char_46.png,63553,13002,18975,30106,8,France,13473,MT,True,69767,7683,AMX CDC,1384,3664
1917,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A123_T78.png,61217,5713,18355,19446,6,USA,8110,TD,True,45932,2417,T78,7016,3240
2057,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G41_DickerMax.png,57105,3530,18336,15089,6,Germany,7082,TD,True,39768,2812,Dicker Max,3843,3265
1051,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl03_PzV_Poland.png,145,3958,18144,14535,6,Poland,8098,MT,True,39939,3301,Pudel,4670,3679
1491,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J19_Tiger_I_Jpn.png,52321,3818,17980,14718,6,Japan,8428,HT,True,40391,3873,HT No. VI,2516,3751
34,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R105_BT_7A.png,60929,1758,17815,374,3,USSR,6294,LT,True,20544,597,BT-7 art.,536,5457
1234,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F85_M4A1_FL10.png,60993,4190,17614,17248,6,France,8115,MT,True,41686,2633,M4A1 FL 10,6010,3429
933,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G02_Hummel.png,273,4323,17574,7522,6,Germany,4861,SPG,False,30621,1201,Hummel,2536,2789
1542,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F69_AMX13_57_100.png,63809,8144,17573,27854,7,France,12489,LT,True,57332,3760,AMX 13 57,5596,3828
1737,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G136_Tiger_131.png,49169,4166,17562,17522,6,Germany,8965,HT,True,43064,3812,Tiger 131,2848,3656
1084,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB52_A45.png,55121,4374,17532,13494,7,UK,9120,HT,True,42696,7295,FV201 (A45),478,3744
946,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F112_M10_RBFM.png,61249,4459,17431,17717,5,France,7445,TD,True,40949,1340,M10 RBFM,6900,3169
1289,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S01_Strv_74_A2.png,51585,5298,17361,16603,6,Sweden,8234,MT,True,41752,2489,Strv m/42-57,4794,3424
2901,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R152_KV2_W.png,64769,11281,17219,14949,6,USSR,9616,HT,True,46926,3475,KV-2 (R),1859,3528
991,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F24_Lorraine155_50.png,7233,2442,17001,8780,7,France,4646,SPG,False,30385,2160,Lorr. 155 50,1501,2599
182,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F22_AMX_105AM.png,4161,1174,16772,2370,5,France,3354,SPG,False,21230,912,AMX 13 AM,502,2650
1041,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R78_SU_85I.png,53761,3212,16763,14601,5,USSR,6920,TD,True,36512,1934,SU-85I,435,3177
520,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R143_T_29.png,47873,1010,16640,5525,3,USSR,6770,MT,True,23833,657,T-29,747,4726
0,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB76_Mk_VIC.png,54865,1292,16519,126,2,UK,5313,LT,True,18247,309,Light VIC,255,4810
1637,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R117_T34_85_Rudy.png,59393,3628,16390,17729,6,USSR,8776,MT,True,40480,2732,Rudy USSR,1236,3553
1649,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB71_AT_15A.png,54097,3822,16328,24973,7,UK,9531,TD,True,50533,5408,AT 15A,1741,3080
1265,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F113_Bretagne_Panther.png,60737,3369,16242,17946,6,France,8233,MT,True,40847,3290,Bret. Panther,2395,3273
1159,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G46_T-25.png,54545,3673,16202,16372,5,Germany,7677,MT,True,38409,2162,Pz. T 25,546,3238
1144,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/germany-G81_Pz_IV_AusfH_GuP.png,45585,3264,16138,20210,5,Germany,8004,MT,True,41183,1569,Pz. IV H Ankou,323,3136
1335,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB85_Cromwell_Berlin.png,55889,5945,16086,18014,6,UK,9493,MT,True,42910,2863,Cromwell B,8124,3558
466,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A43_M22_Locust.png,52769,2362,15552,14045,3,USA,7755,LT,True,33096,1136,Locust,472,3644
236,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB28_Bishop.png,11089,3464,15486,2976,5,UK,3933,SPG,False,23275,1347,Bishop,779,2616
417,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G50_T-15.png,54801,3152,15369,10721,3,Germany,6679,LT,True,30099,856,Pz. T 15,167,3410
1917,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G32_PzV_PzIV.png,51473,8456,15310,42877,5,Germany,13606,MT,True,68978,2332,Pz. V/IV,5798,3020
596,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G34_S35_captured.png,51985,1613,15126,16541,3,Germany,7398,MT,True,33847,566,Pz. S35,5521,3306
2651,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R116_ISU122C_Berlin.png,59649,9098,15106,22944,7,USSR,9223,TD,True,50843,3694,ISU-122S,912,2740
1492,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch24_Type64.png,64817,7813,15054,18140,6,China,10318,LT,True,43522,2514,Type 64,10869,3569
892,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB68_Matilda_Black_Prince.png,53585,2371,15038,18308,5,UK,7237,MT,True,37300,1581,Matilda BP,289,2918
698,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G35_B-1bis_captured.png,52241,2014,15000,20964,4,Germany,9264,HT,True,39851,1871,Pz. B2,2405,3487
506,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A87_M44.png,16417,4245,14773,4563,6,USA,3958,SPG,False,24897,1315,M44,5568,2348
799,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/ussr-R185_T_34_L_11_1941.png,33281,3451,14543,8307,4,USSR,6472,MT,True,27807,1505,T-34 1941,296,3385
1695,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R108_T34_85M.png,58113,6749,14406,19515,6,USSR,9332,MT,True,43238,2566,T-34-85M,20210,3109
1411,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G48_E-25.png,55569,8242,14332,25510,7,Germany,9600,TD,True,52637,4551,E 25,12260,2614
1711,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R114_Object_244.png,60161,4931,14246,20995,6,USSR,8889,HT,True,44113,3941,Obj. 244,1625,2870
455,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R34_BT-SV.png,52225,3708,14199,10334,3,USSR,7612,LT,True,29065,822,BT-SV,266,3718
239,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB77_FV304.png,11857,4691,14165,3092,6,UK,4007,SPG,False,23273,1324,FV304,2639,2438
234,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R161_T_116.png,44801,1589,13923,4299,3,USSR,6232,LT,True,20341,529,T-116,228,4265
554,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch33_60G_FT.png,7217,1911,13897,7812,5,China,4849,TD,False,26041,2420,60G FT,413,2587
327,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R67_M3_LL.png,52737,1429,13886,6354,3,USSR,6413,LT,True,22525,854,M3 Light,107,3953
985,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB35_Sentinel_AC_IV.png,56145,4404,13761,11875,6,UK,5654,MT,True,32626,2585,AC 4 Exp.,960,2384
0,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A93_T7_Combat_Car.png,55073,361,13221,118,2,USA,4469,LT,True,14145,443,T7 Car,270,4177
507,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It29_Carro_Celere_Sahariano.png,52385,1245,13171,10308,3,Italy,5975,MT,True,25335,610,Sahariano,1962,3106
2873,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F118_Char_Mle_75.png,32321,12992,13087,36959,9,France,16108,LT,True,73866,10827,Char Mle. 75,9177,2853
498,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB29_Crusader_5inch.png,11345,4108,12947,5647,7,UK,3843,SPG,False,24882,2179,Crusader SP,1957,1999
614,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R31_Valentine_LL.png,52481,3150,12906,16622,4,USSR,7592,LT,True,34233,1554,Valentine II,523,2862
961,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F27_FCM_36Pak40.png,2369,1619,12886,15198,3,France,5382,TD,True,30166,461,FCM36Pak40,2655,2299
630,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S02_Strv_M42.png,1153,2220,12846,6097,5,Sweden,4936,MT,False,23425,2260,Strv m/42,1993,2707
503,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A18_M41.png,4129,1803,12788,3437,5,USA,2993,SPG,False,18994,964,M41 HMC,1087,2015
227,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch08_Type97_Chi_Ha.png,4401,707,12643,4126,3,China,4263,LT,False,18148,670,Chi-Ha,178,2970
489,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G23_Grille.png,5649,4282,12489,4391,5,Germany,3483,SPG,False,22167,1002,Grille,1605,1962
1452,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R186_KV_1_Screened.png,33025,2932,12484,23384,5,USSR,8309,HT,True,41413,2611,KV-1Sh,179,2504
813,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R26_SU-8.png,5633,5434,12421,8529,6,USSR,4390,SPG,False,27645,1260,SU-8,2168,1972
544,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G151_Pz_Sfl_IC.png,46097,3434,12357,8486,4,Germany,4599,TD,True,25301,1022,Pz.Sfl. IC,422,2246
1114,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G49_G_Panther.png,8977,5285,12321,10548,7,Germany,4821,SPG,False,30440,2284,G.W. Panther,6286,1951
37,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R66_SU-26.png,7681,811,12228,699,3,USSR,2719,SPG,False,14282,542,SU-26,117,2328
117,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R174_BT-5.png,23041,464,12209,2512,3,USSR,4653,LT,False,16107,920,BT-5,266,3527
1226,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R154_T_34E_1943.png,47105,5572,12192,20905,5,USSR,7789,MT,True,40298,1627,T-34S,564,2356
476,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R56_T-127.png,53505,2778,12135,12607,3,USSR,7111,LT,True,28044,521,T-127,398,3077
879,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S08_Ikv_65_Alt_2.png,3713,1881,12130,6678,6,Sweden,4504,TD,False,24354,3664,Ikv 65 II,2635,2243
1423,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F62_ELC_AMX.png,14145,6790,12038,9929,5,France,6168,LT,False,30573,1814,AMX ELC bis,7303,2428
1098,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It27_M43_da_105_25_Bassoto.png,4257,3815,11924,9123,6,Italy,4949,TD,False,27952,3089,Bassotto,5111,2111
1105,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R32_Matilda_II_LL.png,51457,3928,11723,20094,5,USSR,6943,MT,True,37371,1625,Matilda IV,160,2178
1701,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A21_T14.png,33,5193,11708,33191,5,USA,10655,HT,True,52283,2189,T14,682,2386
1602,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G116_Turan_III_prot.png,63249,7419,11678,24019,5,Germany,8201,MT,True,44702,1585,Turán III PT,335,2142
1360,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A86_T23E3.png,11809,8301,11528,24184,7,USA,9559,MT,True,48647,4632,T23E3,1145,2265
1107,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A32_M12.png,7969,3801,11495,9782,7,USA,4218,SPG,False,27441,2362,M12,5102,1767
408,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G139_MKA.png,47633,946,11371,6802,2,Germany,5076,LT,True,19511,390,MKA,251,2958
710,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R100_SU122A.png,16385,1551,11362,5434,5,USSR,3119,SPG,False,19438,1090,SU-122A,524,1823
1155,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R91_SU14_1.png,16129,3571,11196,10575,7,USSR,4451,SPG,False,27872,2529,SU-14-1,934,1788
232,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl06_10TP.png,1681,562,11078,3148,3,Poland,3872,LT,False,15683,894,10TP,161,2735
875,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G113_SP_I_C.png,18961,6840,10905,6659,7,Germany,6484,LT,False,30801,6395,SP I C,1400,2296
301,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB04_Valentine.png,4945,1512,10607,6090,3,UK,4045,LT,False,18967,757,Valentine,800,2262
1784,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G85_Auf_Panther.png,14353,13146,10602,22845,7,Germany,11016,LT,True,54461,7866,Aufkl.Panther,315,2144
770,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB08_Churchill_I.png,2897,3600,10574,12654,5,UK,6047,HT,False,30520,3691,Churchill I,1317,2095
1331,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R68_A-32.png,52993,7624,10493,20515,4,USSR,10405,MT,True,40221,1588,A-32,125,2714
1310,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A104_M4A3E8A.png,56097,5015,10351,20236,6,USA,8168,MT,True,38424,2821,Fury,898,2200
726,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz09_T_24.png,1137,2773,10256,7919,5,Czech,5111,MT,False,23204,2254,Škoda T 24,1081,2259
506,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB116_Harry_Hopkins_I.png,61009,8960,10191,11211,4,UK,6192,LT,True,31228,864,A25 H.H. I,866,2021
936,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S06_Ikv_90_Typ_B_Bofors.png,3969,2361,9982,8035,7,Sweden,4557,TD,False,25417,5037,Ikv 90 B,2783,1789
1734,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G94_GW_Tiger_P.png,15377,2024,9738,11848,8,Germany,4718,SPG,False,29439,5827,G.W. Tiger P,2475,1560
166,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A16_M7_Priest.png,3617,432,9710,1513,3,USA,2259,SPG,False,12296,640,M7 Priest,111,1784
1685,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R38_KV-220.png,54017,4726,9703,31978,5,USSR,10310,HT,True,49502,3093,KV-220-2,1347,2021
1373,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch35_T-34-2G_FT.png,7729,2441,9528,11242,7,China,4650,TD,False,27611,4397,T-34-2G FT,836,1604
115,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB69_Cruiser_Mk_II.png,6993,656,9421,2574,2,UK,3185,LT,False,13098,446,Cruiser II,253,2291
530,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A33_MTLS-1G14.png,52001,1686,9404,14593,3,USA,6437,LT,True,26332,648,MTLS-1G14,609,2299
1636,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB108_A46.png,55377,6553,9328,14757,6,UK,7700,LT,True,34353,3713,A46,987,2090
252,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R03_BT-7.png,769,2786,9314,4574,4,USSR,4535,LT,False,18482,1807,BT-7,433,2285
211,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB42_Valentine_AT.png,8017,687,9264,2869,4,UK,2738,TD,False,14052,1231,Valentine AT,657,1805
312,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz11_V_8_H.png,881,1075,9253,4437,4,Czech,3772,MT,False,16098,1332,ST vz. 39,400,2168
426,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S04_Lago_I.png,897,1006,9139,5469,4,Sweden,4133,MT,False,17140,1524,Lago,866,2204
346,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R86_LTP.png,56577,2336,9091,6580,3,USSR,4930,LT,True,18531,523,LTP,113,2418
738,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It11_P43.png,1441,2388,9040,9403,5,Italy,4820,MT,False,22946,2114,P.43,2265,1899
1185,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G43_Sturer_Emil.png,11025,4016,9032,7075,7,Germany,4138,TD,False,24658,4534,St. Emil,2901,1515
1284,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A62_Ram-II.png,51745,4667,9012,26941,5,USA,9053,MT,True,43182,2561,Ram II,569,1889
1086,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch15_59_16.png,4913,6284,8977,12435,6,China,6741,LT,False,31586,3889,59-16,1713,1916
983,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G13_VK3001H.png,2577,4590,8971,11783,5,Germany,5516,MT,False,27929,2584,VK 30.01 H,2995,1772
1887,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R72_T150.png,11265,3383,8954,15959,6,USSR,6638,HT,False,32392,4094,T-150,3223,1835
375,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB07_Matilda.png,849,2127,8952,9434,4,UK,4410,MT,False,21835,1321,Matilda,4365,1808
148,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R11_MS-1.png,3329,0,8824,2464,1,USSR,2603,LT,False,11289,0,MS-1,199,2034
1251,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB30_FV3805.png,11601,7104,8823,13066,9,UK,5562,SPG,False,37159,8165,FV3805,3227,1320
552,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It07_P26_40.png,1185,1901,8801,7313,4,Italy,4373,MT,False,19410,1392,P26/40,1874,1983
111,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It04_Fiat_3000.png,161,0,8783,2005,1,Italy,2254,LT,False,10788,0,Fiat 3000,120,1835
1103,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB79_FV206.png,12113,5265,8781,10507,8,UK,4693,SPG,False,30186,5631,FV207,3193,1365
285,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G11_Bison_I.png,2833,1803,8652,1870,3,Germany,2404,SPG,False,12860,533,Bison,127,1617
1120,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F67_Bat_Chatillon155_55.png,14401,3889,8622,10764,9,France,4751,SPG,False,31228,7951,B-C 155 55,2854,1311
909,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl17_DS_PZlnz.png,3729,4266,8616,9806,5,Poland,5765,MT,False,24928,2240,DS PZInż,742,1992
307,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A22_M5_Stuart.png,5153,1283,8606,7531,4,USA,4962,LT,False,19273,1852,M5 Stuart,291,2216
612,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F109_AMD_Panhard_178B.png,17985,4489,8543,6441,6,France,6335,LT,False,23226,3751,AMD 178B,2814,2330
909,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A30_M10_Wolverine.png,6945,1915,8535,17339,5,USA,5190,TD,False,29696,1905,Wolverine,3293,1491
830,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G05_StuG_40_AusfG.png,1041,3226,8496,9513,5,Germany,4458,TD,False,23349,2113,StuG III G,1774,1622
856,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S07_Strv_74.png,1409,3766,8254,9686,6,Sweden,5402,MT,False,26521,4812,Strv 74,7961,1681
1482,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R33_Churchill_LL.png,51713,5150,8235,38836,5,USSR,11680,HT,True,54666,2444,Churchill III,6072,1759
1877,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl11_45TP_Habicha.png,2705,3986,8175,15039,7,Poland,7005,HT,False,34333,7131,45TP,2012,1668
1530,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R27_SU-14.png,4097,6058,8111,12229,8,USSR,5068,SPG,False,31713,5314,SU-14-2,3267,1296
1309,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F34_ARL_V39.png,11585,2011,8085,10413,6,France,4305,TD,False,24213,3702,ARL V39,1008,1437
355,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G117_Toldi_III.png,63505,2694,8052,5748,3,Germany,4012,LT,True,17048,553,Toldi III,154,1895
1525,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch34_WZ131G_FT.png,7473,1517,8030,14354,6,China,4669,TD,False,27180,3278,WZ-131G FT,1160,1379
1838,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It17_Progetto_CC55_mod_54.png,3745,4052,8002,16132,8,Italy,7642,HT,False,38295,10107,Progetto 54,15638,1596
